Prediction,Labels,BertScore
     factors associated with public outrage are censorship,The factors associated with public outrage are crime,0.627
     due to crime terrorism is caused,Due to crime public outrage is caused,0.618
     yes          ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     public outrage is caused by pollution  ,public outrage is caused by crime,0.871
     public outrage  ,public outrage,1.
     sea level rise causes flooding      ,sea level rise causes erosive process,0.776
     sea level rise results in flooding    ,sea level rise results in erosive process,0.764
     sea level rise causes flooding      ,sea level rise causes erosive process,0.776
     sea level rise leads to pollution    ,sea level rise leads to erosive process,0.736
     factors associated with erosive process are pollution,The factors associated with erosive process are sea level rise,0.786
     due to sea level rise pollution is caused      ,Due to sea level rise erosive process is caused,0.781
     yes  ,Yes,0.976
     yes                ,Yes,0.976
     yes  ,Yes,0.976
     erosive process is caused by pollution,erosive process is caused by sea level rise,0.829
     erosive process,erosive process,1.000
     crime causes prostitution    ,crime causes odin severing the tenth realm from the other nine,0.457
     crime results in prostitution,crime results in odin severing the tenth realm from the other nine,0.555
     crime causes prostitution,crime causes odin severing the tenth realm from the other nine,0.457
     crime leads to prostitution,crime leads to odin severing the tenth realm from the other nine,0.508
     factors associated with odin severing the tenth realm from the other nine are capitalism,The factors associated with odin severing the tenth realm from the other nine are crime,0.862
     due to crime terrorism is caused,Due to crime odin severing the tenth realm from the other nine is caused,0.592
     yes  ,Yes,0.976
     yes                                ,Yes,0.976
     yes                                  ,Yes,0.976
     odin severing the tenth realm from the other nine is caused by terrorism    ,odin severing the tenth realm from the other nine is caused by crime,0.948
     odin severing the tenth realm from the other nine                                          ,odin severing the tenth realm from the other nine,1.000
     crime causes prostitution    ,crime causes transfer to alabama 's death row,0.468
     crime results in prostitution,crime results in transfer to alabama 's death row,0.535
     crime causes prostitution,crime causes transfer to alabama 's death row,0.468
     crime leads to prostitution,crime leads to transfer to alabama 's death row,0.556
     factors associated with transfer to alabama 's death row is prison    ,The factors associated with transfer to alabama 's death row are crime,0.777
     due to crime terrorism is caused,Due to crime transfer to alabama 's death row is caused,0.538
     yes  ,Yes,0.976
     yes                    ,Yes,0.976
     yes                      ,Yes,0.976
     transfer to alabama 's death row is caused by capital crimes,transfer to alabama 's death row is caused by crime,0.904
     transfer to alabama 's death row    ,transfer to alabama 's death row,1.
     truth causes terrorism  ,truth causes violence,0.761
     truth results in censorship,truth results in violence,0.767
     truth causes terrorism  ,truth causes violence,0.761
     truth leads to terrorism  ,truth leads to violence,0.814
     factors associated with violence are prostitution  ,The factors associated with violence are truth,0.617
     due to truth terrorism is caused  ,Due to truth violence is caused,0.812
     yes    ,Yes,0.976
     yes      ,Yes,0.976
     yes  ,Yes,0.976
     violence is caused by capitalism  ,violence is caused by truth,0.711
     violence                                                                                                                        ,violence,1.
     sea level rise causes flooding      ,sea level rise causes increases in marsh,0.793
     sea level rise results in flooding    ,sea level rise results in increases in marsh,0.782
     sea level rise causes flooding      ,sea level rise causes increases in marsh,0.793
     sea level rise leads to pollution    ,sea level rise leads to increases in marsh,0.747
     factors associated with increases in marsh is pollution,The factors associated with increases in marsh are sea level rise,0.747
     due to sea level rise pollution is caused      ,Due to sea level rise increases in marsh is caused,0.785
     yes  ,Yes,0.976
     yes                ,Yes,0.976
     yes                  ,Yes,0.976
     increases in marsh is caused by pollution      ,increases in marsh is caused by sea level rise,0.794
     increases in marsh                                                                                                              ,increases in marsh,1.000
     crime causes prostitution    ,crime causes increased local costs for services,0.552
     crime results in prostitution,crime results in increased local costs for services,0.595
