Prediction,Labels,BertScore
     truth causes terrorism  ,truth causes violence,tensor([0.7618])
     truth results in censorship,truth results in violence,tensor([0.7678])
     truth causes terrorism  ,truth causes violence,tensor([0.7618])
     truth leads to terrorism  ,truth leads to violence,tensor([0.8145])
     factors associated with violence are prostitution  ,The factors associated with violence are truth,tensor([0.6179])
     due to truth terrorism is caused  ,Due to truth violence is caused,tensor([0.8123])
     yes    ,Yes,tensor([0.9760])
     yes      ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     violence is caused by capitalism  ,violence is caused by truth,tensor([0.7116])
     violence                                                                                                                        ,violence,tensor([1.])
     sea level rise causes flooding      ,sea level rise causes increases in marsh,tensor([0.7938])
     sea level rise results in flooding    ,sea level rise results in increases in marsh,tensor([0.7828])
     sea level rise causes flooding      ,sea level rise causes increases in marsh,tensor([0.7938])
     sea level rise leads to pollution    ,sea level rise leads to increases in marsh,tensor([0.7470])
     factors associated with increases in marsh is pollution,The factors associated with increases in marsh are sea level rise,tensor([0.7479])
     due to sea level rise pollution is caused      ,Due to sea level rise increases in marsh is caused,tensor([0.7856])
     yes  ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     increases in marsh is caused by pollution      ,increases in marsh is caused by sea level rise,tensor([0.7945])
     increases in marsh                                                                                                              ,increases in marsh,tensor([1.0000])
     crime causes prostitution    ,crime causes increased local costs for services,tensor([0.5529])
     crime results in prostitution,crime results in increased local costs for services,tensor([0.5957])
     crime causes prostitution,crime causes increased local costs for services,tensor([0.5529])
     crime leads to pollution,crime leads to increased local costs for services,tensor([0.5913])
     factors associated with increased local costs for services are pollution  ,The factors associated with increased local costs for services are crime,tensor([0.8369])
     due to crime terrorism is caused,Due to crime increased local costs for services is caused,tensor([0.4947])
     yes              ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     increased local costs for services is caused by pollution,increased local costs for services is caused by crime,tensor([0.9232])
     increased local costs for services      ,increased local costs for services,tensor([1.])
     crime causes prostitution    ,crime causes westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely,tensor([0.2304])
     crime results in prostitution,crime results in westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely,tensor([0.4605])
     crime causes prostitution,crime causes westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely,tensor([0.2304])
     crime leads to prostitution,crime leads to westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely,tensor([0.3895])
     factors associated with westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely is prostitution                        ,The factors associated with westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely are crime,tensor([0.8968])
     due to crime terrorism is caused,Due to crime westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely is caused,tensor([0.4887])
     yes  ,Yes,tensor([0.9760])
     crime leads to westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely,Yes,tensor([-0.2375])
     yes                                                  ,Yes,tensor([0.9760])
     westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely is caused by pollution,westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely is caused by crime,tensor([0.9533])
     westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely    ,westminster city council gating off the man in the moon passage so service vehicles can access connecting buildings safely,tensor([1.])
     crime causes terrorism    ,crime causes violence and horror,tensor([0.6830])
     crime results in terrorism,crime results in violence and horror,tensor([0.7409])
     crime causes terrorism,crime causes violence and horror,tensor([0.6830])
     crime leads to terrorism,crime leads to violence and horror,tensor([0.7563])
     factors associated with violence and horror is pornography,The factors associated with violence and horror are crime,tensor([0.6026])
     due to crime terrorism is caused,Due to crime violence and horror is caused,tensor([0.6978])
     yes          ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     violence and horror is caused by terrorism  ,violence and horror is caused by crime,tensor([0.8917])
     violence and horror      ,violence and horror,tensor([1.0000])
     crime causes prostitution    ,crime causes stigmatization of the person so affected,tensor([0.5772])
     crime results in prostitution,crime results in stigmatization of the person so affected,tensor([0.6504])
     crime causes prostitution,crime causes stigmatization of the person so affected,tensor([0.5772])
     crime leads to prostitution,crime leads to stigmatization of the person so affected,tensor([0.5702])
     factors associated with stigmatization of the person so affected are prostitution    ,The factors associated with stigmatization of the person so affected are crime,tensor([0.8293])
     due to crime terrorism is caused,Due to crime stigmatization of the person so affected is caused,tensor([0.6240])
     crime,Yes,tensor([0.9920])
     yes                      ,Yes,tensor([0.9760])
     yes                        ,Yes,tensor([0.9760])
gmatization of the person so affected is caused by prostitution  ,stigmatization of the person so affected is caused by crime,tensor([0.6903])
     stigmatization of the person so affected                                  ,stigmatization of the person so affected,tensor([1.])
